                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 2.1344,                 1.5659,                 1.1191,                0.61472,                0.49752,                0.51276,                0.19627,                 2.2282,                 1.4962,                 1.0093,               0.008713,               0.008713,               0.008713
                     15,                 2.1322,                 1.5709,                 1.1197,                0.63951,                0.52633,                 0.5328,                0.20663,                 2.1752,                 1.6065,                 1.0061,               0.008614,               0.008614,               0.008614
                     16,                 2.1015,                 1.5296,                 1.1173,                0.62836,                0.51679,                0.53048,                0.21436,                 2.1413,                 1.5296,                0.99419,               0.008515,               0.008515,               0.008515
                     17,                 2.0987,                 1.5229,                   1.11,                 0.6853,                0.52084,                0.55127,                0.20908,                 2.2015,                 1.5007,                  1.003,               0.008416,               0.008416,               0.008416
                     18,                 2.0793,                 1.4853,                 1.1042,                0.63594,                0.50964,                0.53699,                0.20942,                 2.1512,                 1.3946,                0.99837,               0.008317,               0.008317,               0.008317
                     19,                 2.0715,                 1.4821,                 1.0981,                0.64332,                0.52578,                0.56008,                0.22311,                 2.0858,                 1.4968,                0.98037,               0.008218,               0.008218,               0.008218
                     20,                 2.0722,                 1.4878,                 1.1014,                0.65928,                0.53288,                0.57044,                0.23011,                 2.0863,                 1.3963,                0.97992,               0.008119,               0.008119,               0.008119
                     21,                 2.0574,                 1.4541,                  1.095,                0.66338,                0.55295,                0.58181,                0.22934,                 2.1084,                 1.4552,                0.99045,                0.00802,                0.00802,                0.00802
                     22,                 2.0428,                 1.4437,                 1.0912,                0.68454,                0.54554,                0.59193,                0.23705,                 2.0887,                  1.385,                0.98316,               0.007921,               0.007921,               0.007921
                     23,                 2.0265,                 1.4337,                 1.0903,                0.63292,                0.54029,                0.56805,                0.22574,                 2.0651,                 1.5682,                0.97674,               0.007822,               0.007822,               0.007822
                     24,                 2.0371,                 1.4347,                 1.0883,                0.67158,                0.54122,                0.58539,                0.22797,                 2.0391,                 1.3883,                0.97631,               0.007723,               0.007723,               0.007723
                     25,                 2.0254,                 1.4264,                 1.0837,                0.69536,                0.55532,                0.59257,                0.23895,                 2.0636,                 1.4409,                0.97834,               0.007624,               0.007624,               0.007624
                     26,                  2.025,                 1.4213,                 1.0808,                0.67152,                0.55295,                0.59679,                0.24716,                 2.0274,                 1.3421,                0.97198,               0.007525,               0.007525,               0.007525
                     27,                 1.9979,                 1.3868,                 1.0789,                0.69762,                 0.5677,                 0.6137,                0.25357,                 2.0266,                   1.36,                0.97264,               0.007426,               0.007426,               0.007426
                     28,                 1.9921,                 1.3862,                 1.0691,                0.66542,                0.56858,                0.60142,                0.24098,                 2.0038,                 1.3547,                0.97023,               0.007327,               0.007327,               0.007327
                     29,                 1.9913,                 1.3867,                 1.0707,                0.66068,                0.56653,                0.59078,                0.24576,                 2.0475,                  1.419,                0.98231,               0.007228,               0.007228,               0.007228
                     30,                 1.9888,                 1.3822,                 1.0718,                0.69709,                0.57518,                0.61431,                0.25057,                 2.0173,                 1.3407,                 0.9718,               0.007129,               0.007129,               0.007129
                     31,                  1.977,                  1.364,                 1.0711,                0.69206,                  0.569,                 0.6095,                0.24919,                 1.9927,                 1.3745,                0.96814,                0.00703,                0.00703,                0.00703
                     32,                 1.9556,                 1.3513,                 1.0638,                0.68036,                0.58356,                0.62117,                0.26328,                   1.98,                 1.3555,                0.96307,               0.006931,               0.006931,               0.006931
                     33,                 1.9618,                 1.3427,                  1.067,                0.70071,                0.57333,                 0.6308,                0.27036,                 1.9691,                 1.2783,                0.96349,               0.006832,               0.006832,               0.006832
                     34,                 1.9479,                 1.3246,                  1.061,                0.68347,                0.58264,                0.63025,                0.26781,                 1.9658,                 1.3038,                0.95745,               0.006733,               0.006733,               0.006733
                     35,                  1.946,                 1.3164,                 1.0576,                0.71982,                0.57823,                0.64285,                0.27276,                 1.9414,                 1.2406,                0.94959,               0.006634,               0.006634,               0.006634
                     36,                 1.9658,                 1.3291,                 1.0596,                0.71071,                0.57419,                0.63723,                0.27178,                 1.9466,                  1.252,                0.95963,               0.006535,               0.006535,               0.006535
                     37,                 1.9403,                 1.3203,                 1.0617,                0.71702,                0.57394,                0.63891,                0.27601,                 1.9217,                 1.2623,                0.95367,               0.006436,               0.006436,               0.006436
                     38,                 1.9067,                  1.294,                  1.056,                0.71779,                0.57394,                 0.6374,                0.27823,                  1.927,                 1.2611,                0.95573,               0.006337,               0.006337,               0.006337
                     39,                 1.9186,                 1.2779,                 1.0533,                0.71708,                0.58135,                0.64834,                0.27956,                 1.9183,                 1.2462,                0.95422,               0.006238,               0.006238,               0.006238
                     40,                 1.9091,                 1.2848,                  1.046,                0.72367,                0.58944,                0.65077,                0.28083,                 1.8915,                 1.2233,                0.94776,               0.006139,               0.006139,               0.006139
                     41,                   1.91,                 1.2716,                 1.0494,                0.71731,                0.59226,                0.64989,                0.28343,                 1.9103,                 1.2279,                0.95096,                0.00604,                0.00604,                0.00604
                     42,                 1.9027,                 1.2614,                  1.044,                0.71433,                0.59292,                0.65509,                0.28765,                 1.9011,                 1.2086,                 0.9499,               0.005941,               0.005941,               0.005941
                     43,                 1.8904,                 1.2511,                 1.0424,                0.72539,                0.58166,                0.65133,                0.28497,                 1.9145,                 1.2458,                 0.9543,               0.005842,               0.005842,               0.005842
                     44,                 1.8853,                 1.2476,                 1.0375,                0.73209,                0.58969,                0.65687,                0.28656,                 1.9017,                  1.231,                0.95275,               0.005743,               0.005743,               0.005743
                     45,                 1.8726,                 1.2334,                 1.0378,                0.71931,                0.58938,                0.65711,                0.29019,                 1.9028,                 1.2225,                0.95427,               0.005644,               0.005644,               0.005644
                     46,                 1.8837,                 1.2524,                 1.0385,                0.72559,                0.59957,                0.66188,                0.28975,                 1.8973,                  1.215,                0.95209,               0.005545,               0.005545,               0.005545
                     47,                 1.8733,                 1.2328,                 1.0378,                0.75183,                0.59154,                0.66678,                0.29722,                 1.8719,                 1.1807,                0.94935,               0.005446,               0.005446,               0.005446
                     48,                  1.855,                 1.2302,                 1.0338,                0.72325,                0.59185,                0.66255,                0.29415,                 1.8676,                 1.1627,                0.94489,               0.005347,               0.005347,               0.005347
                     49,                 1.8553,                 1.2151,                 1.0291,                0.72506,                  0.609,                0.67084,                0.29836,                 1.8697,                 1.1905,                0.94698,               0.005248,               0.005248,               0.005248
                     50,                 1.8748,                 1.2175,                 1.0346,                0.74741,                0.59617,                0.66834,                0.29841,                 1.8617,                 1.1935,                 0.9443,               0.005149,               0.005149,               0.005149
                     51,                 1.8529,                 1.2041,                 1.0283,                0.73804,                0.59741,                0.67118,                0.30005,                 1.8675,                 1.1906,                0.94472,                0.00505,                0.00505,                0.00505
                     52,                 1.8313,                 1.1792,                  1.023,                0.73539,                0.59957,                 0.6705,                0.30122,                 1.8474,                  1.172,                0.94036,               0.004951,               0.004951,               0.004951
                     53,                 1.8281,                 1.1885,                 1.0226,                0.74933,                0.59463,                0.67693,                0.30489,                 1.8558,                 1.1796,                0.94137,               0.004852,               0.004852,               0.004852
                     54,                 1.8362,                 1.1842,                 1.0249,                0.74593,                0.60852,                0.67994,                0.30593,                 1.8525,                 1.1645,                0.94069,               0.004753,               0.004753,               0.004753
                     55,                 1.8185,                 1.1652,                 1.0212,                0.75638,                0.61161,                0.68563,                0.30966,                 1.8391,                 1.1579,                0.93618,               0.004654,               0.004654,               0.004654
                     56,                 1.8106,                 1.1635,                 1.0202,                0.73304,                0.61624,                0.67917,                0.31006,                 1.8458,                 1.1511,                0.94157,               0.004555,               0.004555,               0.004555
                     57,                 1.8042,                 1.1545,                 1.0137,                0.73041,                0.60225,                0.67695,                0.30604,                 1.8603,                 1.1577,                0.94406,               0.004456,               0.004456,               0.004456
                     58,                 1.8009,                 1.1444,                 1.0174,                0.73578,                0.60698,                0.67807,                0.30857,                 1.8554,                 1.1429,                0.94047,               0.004357,               0.004357,               0.004357
                     59,                 1.7983,                 1.1457,                 1.0166,                0.71796,                0.61531,                0.67836,                0.31289,                 1.8405,                 1.1303,                0.93797,               0.004258,               0.004258,               0.004258
                     60,                  1.786,                 1.1325,                 1.0117,                0.72051,                0.61923,                0.67891,                0.30928,                 1.8465,                 1.1508,                0.93934,               0.004159,               0.004159,               0.004159
                     61,                 1.7938,                 1.1308,                 1.0113,                0.72054,                0.61612,                0.67307,                0.31043,                 1.8348,                 1.1596,                0.94071,                0.00406,                0.00406,                0.00406
                     62,                 1.7834,                 1.1229,                 1.0088,                0.74343,                0.59833,                0.67713,                0.31262,                 1.8431,                 1.1491,                0.93904,               0.003961,               0.003961,               0.003961
                     63,                 1.7763,                 1.1104,                 1.0083,                0.73181,                 0.6113,                0.68191,                0.31406,                 1.8317,                 1.1515,                0.93614,               0.003862,               0.003862,               0.003862
                     64,                 1.7642,                 1.0964,                 1.0008,                0.72864,                0.62056,                0.68287,                0.31337,                 1.8325,                 1.1332,                0.93583,               0.003763,               0.003763,               0.003763
                     65,                 1.7554,                 1.1001,                 1.0055,                0.70735,                0.62982,                0.68458,                0.31735,                 1.8269,                 1.1322,                0.93515,               0.003664,               0.003664,               0.003664
                     66,                 1.7542,                 1.0973,                0.99947,                0.71608,                0.63151,                0.68554,                0.31634,                 1.8306,                 1.1408,                0.93836,               0.003565,               0.003565,               0.003565
                     67,                 1.7555,                  1.094,                0.99923,                0.71685,                0.62674,                0.68606,                 0.3157,                 1.8322,                 1.1502,                 0.9396,               0.003466,               0.003466,               0.003466
                     68,                 1.7433,                 1.0776,                 1.0029,                0.71864,                0.63872,                0.69145,                0.31756,                 1.8328,                 1.1363,                0.93966,               0.003367,               0.003367,               0.003367
                     69,                 1.7325,                 1.0613,                0.99309,                0.71662,                0.63384,                0.68848,                0.31785,                 1.8238,                   1.13,                0.93615,               0.003268,               0.003268,               0.003268
                     70,                 1.7428,                 1.0558,                0.99724,                0.71203,                 0.6397,                0.69296,                0.32101,                 1.8154,                 1.1204,                0.93565,               0.003169,               0.003169,               0.003169
                     71,                 1.7161,                 1.0578,                0.99362,                0.72596,                0.62705,                 0.6941,                0.32104,                 1.8238,                 1.1266,                0.93777,                0.00307,                0.00307,                0.00307
                     72,                 1.7214,                 1.0571,                0.98809,                0.73149,                0.62674,                0.69457,                 0.3208,                 1.8166,                 1.1226,                0.93703,               0.002971,               0.002971,               0.002971
                     73,                 1.7188,                 1.0484,                0.99044,                0.72101,                0.64248,                0.69713,                0.31939,                 1.8181,                  1.122,                0.93614,               0.002872,               0.002872,               0.002872
                     74,                 1.7076,                 1.0343,                0.98821,                0.71928,                0.63996,                0.69315,                0.32045,                 1.8227,                  1.117,                0.93735,               0.002773,               0.002773,               0.002773
                     75,                 1.7021,                   1.03,                 0.9913,                0.72094,                0.63847,                0.69225,                0.32141,                 1.8196,                 1.1119,                0.93674,               0.002674,               0.002674,               0.002674
                     76,                 1.7118,                 1.0345,                0.98834,                0.71623,                0.64523,                0.69272,                0.32009,                 1.8246,                 1.1124,                0.93671,               0.002575,               0.002575,               0.002575
                     77,                 1.6929,                 1.0162,                 0.9825,                0.72365,                0.64186,                0.69362,                0.32159,                 1.8214,                 1.1133,                0.93572,               0.002476,               0.002476,               0.002476
                     78,                 1.6805,                 1.0026,                0.98646,                0.72505,                0.64557,                  0.695,                0.32223,                 1.8186,                 1.1121,                0.93546,               0.002377,               0.002377,               0.002377
                     79,                 1.6833,                 1.0093,                0.98276,                0.73172,                0.63631,                0.69715,                0.32298,                 1.8171,                 1.1078,                0.93514,               0.002278,               0.002278,               0.002278
                     80,                 1.6744,                0.99272,                 0.9808,                0.71772,                0.64605,                0.69879,                0.32342,                 1.8155,                 1.1022,                0.93546,               0.002179,               0.002179,               0.002179
                     81,                  1.661,                0.99354,                0.97411,                0.72282,                0.64804,                0.70463,                0.32546,                 1.8119,                  1.098,                0.93413,                0.00208,                0.00208,                0.00208
                     82,                 1.6538,                0.98259,                0.97346,                0.72798,                0.64433,                0.70357,                0.32579,                   1.81,                 1.0978,                0.93351,               0.001981,               0.001981,               0.001981
                     83,                 1.6483,                0.97749,                0.97559,                0.73267,                0.64248,                0.70572,                 0.3275,                 1.8094,                 1.0965,                0.93337,               0.001882,               0.001882,               0.001882
                     84,                 1.6514,                0.96391,                0.97414,                0.73647,                0.64108,                0.70363,                0.32564,                 1.8078,                 1.0975,                0.93408,               0.001783,               0.001783,               0.001783
                     85,                 1.6398,                0.95581,                0.96703,                0.73252,                0.64173,                0.70238,                0.32636,                 1.8097,                    1.1,                0.93553,               0.001684,               0.001684,               0.001684
                     86,                 1.6324,                0.96114,                0.97016,                0.72548,                0.64032,                0.70002,                0.32621,                 1.8088,                 1.0999,                0.93548,               0.001585,               0.001585,               0.001585
                     87,                 1.6322,                0.95927,                0.97288,                0.73549,                0.63528,                0.70116,                0.32691,                 1.8136,                 1.1009,                0.93672,               0.001486,               0.001486,               0.001486
                     88,                 1.6245,                0.94491,                0.96804,                0.73574,                0.63538,                0.69943,                0.32698,                 1.8133,                  1.101,                0.93678,               0.001387,               0.001387,               0.001387
                     89,                  1.614,                0.93057,                0.96592,                0.73481,                0.63322,                0.70027,                0.32675,                 1.8099,                 1.0978,                0.93684,               0.001288,               0.001288,               0.001288
                     90,                 1.6152,                0.93488,                0.96629,                0.73537,                0.62705,                0.69619,                0.32636,                 1.8122,                 1.0983,                 0.9369,               0.001189,               0.001189,               0.001189
                     91,                 1.5789,                0.88748,                0.96786,                0.73347,                 0.6326,                0.69914,                0.32713,                 1.8196,                  1.098,                0.93764,                0.00109,                0.00109,                0.00109
                     92,                 1.5734,                  0.884,                0.96749,                0.73438,                0.63446,                0.70075,                0.32817,                 1.8226,                 1.0963,                0.93789,               0.000991,               0.000991,               0.000991
                     93,                 1.5389,                0.85845,                0.95978,                0.72819,                0.63569,                0.69979,                0.32791,                  1.822,                 1.0965,                0.93856,               0.000892,               0.000892,               0.000892
                     94,                 1.5315,                0.85402,                0.95453,                0.72889,                 0.6383,                0.70016,                0.32803,                 1.8225,                  1.097,                0.93833,               0.000793,               0.000793,               0.000793
                     95,                 1.5391,                0.84901,                 0.9565,                0.73025,                0.63847,                0.70185,                0.32839,                  1.821,                  1.096,                0.93828,               0.000694,               0.000694,               0.000694
                     96,                 1.5295,                0.83347,                0.95505,                 0.7361,                0.63383,                0.70119,                0.32877,                 1.8193,                  1.096,                0.93833,               0.000595,               0.000595,               0.000595
                     97,                 1.5143,                0.82396,                0.95562,                0.73448,                0.63692,                 0.7005,                0.32852,                 1.8221,                 1.0956,                0.93893,               0.000496,               0.000496,               0.000496
                     98,                 1.5059,                0.82484,                 0.9511,                0.73144,                0.63384,                0.69959,                0.32867,                 1.8213,                 1.0957,                0.93889,               0.000397,               0.000397,               0.000397
                     99,                 1.5066,                 0.8275,                0.94775,                0.73155,                0.63538,                0.69954,                0.32865,                 1.8218,                 1.0964,                0.93895,               0.000298,               0.000298,               0.000298
                    100,                 1.4989,                0.82282,                0.94939,                0.72958,                0.63353,                0.69959,                0.32888,                 1.8219,                 1.0974,                0.93914,               0.000199,               0.000199,               0.000199
