                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                 1.9249,                 1.3143,                 1.0458,                0.71398,                0.57647,                0.63946,                0.27972,                  1.923,                 1.2514,                0.95111,               0.005545,               0.005545,               0.005545
                     47,                 1.9231,                 1.2908,                 1.0475,                0.72674,                0.58228,                0.64886,                 0.2862,                 1.9181,                 1.2101,                0.95205,               0.005446,               0.005446,               0.005446
                     48,                  1.908,                  1.296,                 1.0439,                0.70788,                0.58845,                0.65167,                0.28506,                  1.901,                  1.217,                0.94778,               0.005347,               0.005347,               0.005347
                     49,                 1.9096,                 1.2784,                 1.0408,                0.69552,                 0.5937,                0.64899,                0.28423,                 1.9185,                 1.2232,                0.95409,               0.005248,               0.005248,               0.005248
                     50,                 1.9233,                 1.2842,                 1.0438,                0.71552,                0.59031,                0.65367,                 0.2885,                 1.8902,                 1.2325,                0.95027,               0.005149,               0.005149,               0.005149
                     51,                 1.9115,                 1.2676,                 1.0415,                0.70648,                0.59278,                0.65361,                0.28712,                 1.9076,                 1.2298,                0.95162,                0.00505,                0.00505,                0.00505
                     52,                 1.8891,                 1.2504,                 1.0345,                0.69758,                0.59926,                0.65385,                0.28695,                 1.9114,                 1.2359,                0.95765,               0.004951,               0.004951,               0.004951
                     53,                 1.8721,                 1.2531,                 1.0308,                0.70071,                0.58404,                0.64792,                0.28538,                 1.9013,                 1.2415,                0.94775,               0.004852,               0.004852,               0.004852
                     54,                 1.8899,                 1.2533,                 1.0357,                0.72825,                0.57734,                0.65536,                0.29025,                 1.8914,                 1.2221,                0.94421,               0.004753,               0.004753,               0.004753
                     55,                 1.8687,                 1.2324,                 1.0335,                0.69123,                0.59508,                0.65271,                0.29215,                 1.8852,                 1.2158,                0.94571,               0.004654,               0.004654,               0.004654
                     56,                 1.8688,                 1.2401,                 1.0317,                0.71081,                0.59494,                0.65654,                0.29222,                 1.9077,                 1.2146,                0.94962,               0.004555,               0.004555,               0.004555
                     57,                 1.8575,                 1.2292,                 1.0247,                 0.7127,                0.60046,                0.65915,                0.29144,                 1.9003,                  1.209,                0.95064,               0.004456,               0.004456,               0.004456
                     58,                 1.8549,                 1.2147,                 1.0274,                0.72062,                0.58814,                0.65222,                0.28851,                 1.9003,                 1.2039,                 0.9469,               0.004357,               0.004357,               0.004357
                     59,                 1.8575,                 1.2112,                 1.0274,                0.71076,                0.59785,                0.65963,                0.29247,                 1.8976,                 1.2037,                  0.949,               0.004258,               0.004258,               0.004258
                     60,                 1.8442,                 1.2181,                 1.0254,                0.71072,                0.58784,                0.64945,                0.29017,                  1.883,                 1.2212,                0.94944,               0.004159,               0.004159,               0.004159
                     61,                 1.8554,                 1.2079,                 1.0247,                0.70419,                0.59533,                0.65103,                0.29523,                 1.8714,                 1.2178,                0.94927,                0.00406,                0.00406,                0.00406
                     62,                 1.8442,                  1.199,                 1.0198,                0.70453,                0.60218,                0.65888,                0.29537,                 1.8723,                  1.226,                0.94827,               0.003961,               0.003961,               0.003961
                     63,                 1.8336,                 1.1881,                  1.022,                0.71406,                0.60111,                0.66192,                0.29668,                 1.8565,                    1.2,                0.94411,               0.003862,               0.003862,               0.003862
                     64,                 1.8288,                 1.1811,                 1.0145,                0.69966,                0.60917,                0.66115,                0.29925,                 1.8696,                 1.1878,                0.94759,               0.003763,               0.003763,               0.003763
                     65,                 1.8262,                 1.1776,                 1.0192,                0.69523,                0.61837,                0.66451,                0.29914,                 1.8684,                  1.193,                0.94777,               0.003664,               0.003664,               0.003664
                     66,                 1.8227,                 1.1786,                  1.014,                0.73051,                0.59957,                0.66852,                0.30003,                 1.8633,                 1.1927,                0.94615,               0.003565,               0.003565,               0.003565
                     67,                 1.8226,                 1.1772,                 1.0126,                0.72029,                0.60945,                0.66646,                0.30019,                 1.8706,                 1.1994,                0.94719,               0.003466,               0.003466,               0.003466
                     68,                 1.8087,                 1.1636,                 1.0159,                 0.7307,                0.60729,                0.66945,                0.29926,                 1.8838,                 1.2059,                0.94607,               0.003367,               0.003367,               0.003367
                     69,                 1.7943,                  1.141,                 1.0083,                0.71303,                0.62213,                0.67283,                 0.3025,                 1.8797,                 1.1938,                0.94766,               0.003268,               0.003268,               0.003268
                     70,                 1.8122,                 1.1505,                 1.0117,                0.71148,                0.61717,                0.66828,                0.30167,                 1.8752,                 1.1912,                0.94801,               0.003169,               0.003169,               0.003169
                     71,                 1.7926,                 1.1446,                  1.008,                0.71739,                0.61444,                0.67162,                0.30273,                 1.8727,                 1.1862,                0.94557,                0.00307,                0.00307,                0.00307
                     72,                 1.7916,                 1.1389,                 1.0039,                0.70667,                0.62797,                 0.6724,                0.30429,                 1.8614,                 1.1757,                0.94318,               0.002971,               0.002971,               0.002971
                     73,                 1.7871,                 1.1307,                  1.007,                0.71332,                0.61778,                0.67279,                0.30501,                  1.863,                 1.1698,                0.94235,               0.002872,               0.002872,               0.002872
                     74,                 1.7841,                 1.1205,                 1.0035,                0.72313,                0.61283,                0.67239,                0.30434,                 1.8729,                 1.1762,                0.94447,               0.002773,               0.002773,               0.002773
                     75,                 1.7753,                 1.1221,                 1.0047,                0.72431,                0.61408,                0.67215,                0.30414,                   1.87,                 1.1711,                0.94355,               0.002674,               0.002674,               0.002674
                     76,                 1.7825,                 1.1211,                 1.0013,                0.72772,                0.61161,                0.67173,                0.30519,                 1.8691,                 1.1723,                0.94254,               0.002575,               0.002575,               0.002575
                     77,                 1.7642,                 1.0997,                0.99463,                 0.7105,                0.62396,                0.67459,                0.30578,                 1.8696,                 1.1628,                0.94252,               0.002476,               0.002476,               0.002476
                     78,                 1.7584,                 1.0896,                 1.0001,                0.70097,                0.62334,                0.67168,                0.30673,                 1.8649,                 1.1563,                0.94295,               0.002377,               0.002377,               0.002377
                     79,                 1.7647,                 1.1058,                0.99618,                0.71119,                 0.6234,                0.67292,                0.30695,                 1.8658,                 1.1483,                0.94211,               0.002278,               0.002278,               0.002278
                     80,                 1.7528,                 1.0858,                0.99706,                0.71553,                 0.6079,                  0.668,                0.30581,                 1.8675,                 1.1489,                0.94164,               0.002179,               0.002179,               0.002179
                     81,                 1.7407,                 1.0845,                0.99257,                0.71488,                   0.61,                0.66966,                0.30783,                 1.8706,                 1.1521,                0.94318,                0.00208,                0.00208,                0.00208
                     82,                  1.736,                 1.0699,                0.99113,                0.70537,                0.62056,                0.67079,                0.30704,                 1.8726,                 1.1551,                0.94377,               0.001981,               0.001981,               0.001981
                     83,                  1.733,                 1.0777,                0.99307,                 0.7123,                 0.6255,                0.67297,                0.30853,                 1.8731,                 1.1551,                0.94371,               0.001882,               0.001882,               0.001882
                     84,                 1.7358,                 1.0665,                0.99212,                0.71364,                 0.6232,                0.67378,                0.30698,                 1.8748,                 1.1591,                0.94446,               0.001783,               0.001783,               0.001783
                     85,                 1.7239,                 1.0532,                0.98456,                 0.7105,                0.62208,                0.67217,                0.30789,                 1.8752,                 1.1662,                0.94521,               0.001684,               0.001684,               0.001684
                     86,                 1.7213,                 1.0599,                0.98815,                 0.7112,                0.62519,                0.67333,                0.30809,                 1.8746,                 1.1652,                0.94589,               0.001585,               0.001585,               0.001585
                     87,                 1.7225,                 1.0636,                0.99241,                0.71826,                0.62581,                0.67708,                0.30888,                 1.8734,                 1.1671,                0.94609,               0.001486,               0.001486,               0.001486
                     88,                 1.7131,                  1.047,                0.98463,                0.72169,                0.62365,                0.67622,                0.30974,                 1.8719,                 1.1641,                0.94631,               0.001387,               0.001387,               0.001387
                     89,                 1.7041,                 1.0297,                 0.9838,                 0.7194,                0.62427,                0.67541,                0.30993,                 1.8726,                 1.1627,                0.94708,               0.001288,               0.001288,               0.001288
                     90,                 1.7086,                 1.0381,                0.98557,                0.71655,                0.62396,                0.67414,                0.31044,                 1.8729,                 1.1627,                0.94725,               0.001189,               0.001189,               0.001189
                     91,                 1.6808,                  1.005,                0.98971,                0.71354,                0.62488,                0.67412,                0.30935,                 1.8748,                 1.1594,                0.94829,                0.00109,                0.00109,                0.00109
                     92,                 1.6623,                0.99201,                 0.9856,                0.71368,                0.62259,                0.67324,                0.31013,                 1.8745,                 1.1541,                0.94824,               0.000991,               0.000991,               0.000991
                     93,                 1.6344,                0.96609,                0.97958,                0.71225,                0.62513,                0.67417,                0.31009,                 1.8765,                 1.1517,                0.94858,               0.000892,               0.000892,               0.000892
                     94,                 1.6266,                0.95744,                0.97623,                0.72031,                0.62576,                0.67773,                0.31018,                  1.876,                 1.1517,                0.94859,               0.000793,               0.000793,               0.000793
                     95,                 1.6406,                0.96165,                0.97649,                0.72179,                0.62272,                0.67569,                0.31054,                 1.8769,                 1.1518,                0.94866,               0.000694,               0.000694,               0.000694
                     96,                 1.6289,                0.94889,                0.97683,                0.72341,                0.62015,                0.67605,                0.31084,                 1.8791,                 1.1532,                0.94907,               0.000595,               0.000595,               0.000595
                     97,                 1.6183,                 0.9397,                 0.9766,                0.71892,                0.62382,                0.67535,                0.31075,                   1.88,                 1.1536,                0.94881,               0.000496,               0.000496,               0.000496
                     98,                 1.6053,                0.93018,                0.97193,                0.72012,                0.62612,                0.67728,                0.31096,                 1.8802,                 1.1541,                0.94837,               0.000397,               0.000397,               0.000397
                     99,                  1.612,                0.93303,                0.96973,                0.72342,                0.62396,                 0.6784,                0.31167,                 1.8805,                 1.1553,                0.94844,               0.000298,               0.000298,               0.000298
                    100,                 1.6041,                0.93361,                 0.9726,                0.72346,                0.62355,                0.67833,                0.31198,                 1.8831,                 1.1559,                0.94865,               0.000199,               0.000199,               0.000199
