                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     61,                 3.7521,                 2.3128,                 1.9577,                0.71574,                 0.6079,                0.67259,                0.31057,                   3.74,                  2.141,                 1.8641,                0.00406,                0.00406,                0.00406
                     62,                 3.7417,                 2.3156,                 1.9711,                0.72356,                0.60283,                0.67313,                0.30885,                 3.7393,                 2.1468,                 1.8688,               0.003961,               0.003961,               0.003961
                     63,                 3.7398,                 2.3207,                 1.9728,                0.72047,                0.60574,                0.67268,                0.30986,                 3.7256,                 2.1478,                 1.8653,               0.003862,               0.003862,               0.003862
                     64,                 3.7539,                 2.3047,                 1.9608,                0.73365,                0.61161,                0.67779,                0.31384,                  3.716,                 2.1213,                  1.866,               0.003763,               0.003763,               0.003763
                     65,                 3.6943,                 2.2766,                 1.9534,                0.72981,                0.61711,                0.68402,                0.31489,                 3.7295,                  2.106,                 1.8651,               0.003664,               0.003664,               0.003664
                     66,                 3.7011,                 2.2892,                 1.9626,                   0.74,                0.61439,                0.68639,                0.31486,                 3.7211,                 2.1109,                 1.8635,               0.003565,               0.003565,               0.003565
                     67,                 3.7009,                 2.2559,                  1.955,                0.72917,                0.61006,                0.68002,                0.31307,                 3.7293,                 2.1007,                 1.8617,               0.003466,               0.003466,               0.003466
                     68,                 3.6703,                  2.234,                 1.9489,                 0.7215,                0.61267,                0.68011,                0.31197,                 3.7206,                 2.0869,                  1.862,               0.003367,               0.003367,               0.003367
                     69,                 3.6396,                 2.2066,                 1.9413,                0.72322,                0.61068,                0.68173,                0.31416,                 3.7328,                 2.0931,                 1.8607,               0.003268,               0.003268,               0.003268
                     70,                 3.6581,                  2.214,                 1.9443,                0.72826,                 0.6131,                0.68107,                0.31479,                 3.7269,                 2.0944,                 1.8645,               0.003169,               0.003169,               0.003169
                     71,                 3.6252,                 2.1674,                 1.9305,                0.73272,                  0.617,                0.68424,                0.31595,                 3.7209,                 2.0756,                  1.867,                0.00307,                0.00307,                0.00307
                     72,                  3.625,                  2.149,                  1.927,                0.73748,                0.61161,                0.68221,                0.31653,                 3.7125,                 2.0867,                 1.8652,               0.002971,               0.002971,               0.002971
                     73,                 3.6142,                 2.1583,                 1.9304,                0.73181,                0.61223,                 0.6819,                0.31842,                 3.7035,                 2.0934,                 1.8624,               0.002872,               0.002872,               0.002872
                     74,                 3.6149,                 2.1467,                 1.9314,                0.72059,                0.62396,                0.68355,                0.31876,                 3.7103,                 2.0746,                 1.8634,               0.002773,               0.002773,               0.002773
                     75,                 3.5697,                  2.112,                 1.9349,                0.72979,                0.61778,                0.68518,                0.31908,                 3.7048,                 2.0669,                 1.8626,               0.002674,               0.002674,               0.002674
                     76,                 3.5798,                 2.0966,                 1.9216,                0.73333,                0.61044,                0.68331,                0.32057,                 3.6971,                 2.0695,                 1.8605,               0.002575,               0.002575,               0.002575
                     77,                 3.5615,                 2.0981,                 1.9217,                0.73532,                0.60945,                0.68293,                0.32182,                 3.7006,                 2.0657,                 1.8611,               0.002476,               0.002476,               0.002476
                     78,                 3.5543,                 2.0708,                 1.9135,                0.72124,                0.61809,                0.68293,                0.32311,                 3.6973,                 2.0627,                 1.8634,               0.002377,               0.002377,               0.002377
                     79,                 3.5513,                 2.0707,                 1.9101,                0.73877,                0.60883,                0.68494,                0.32342,                 3.7066,                 2.0497,                 1.8651,               0.002278,               0.002278,               0.002278
                     80,                 3.5316,                 2.0607,                 1.9056,                0.73163,                 0.6184,                 0.6851,                0.32516,                 3.7104,                 2.0466,                 1.8662,               0.002179,               0.002179,               0.002179
                     81,                 3.5287,                 2.0532,                 1.9039,                0.73816,                0.61377,                0.68657,                 0.3256,                 3.7199,                 2.0475,                 1.8667,                0.00208,                0.00208,                0.00208
                     82,                 3.5013,                 2.0497,                  1.911,                0.73599,                0.61711,                0.68701,                0.32566,                 3.7214,                 2.0478,                 1.8679,               0.001981,               0.001981,               0.001981
                     83,                  3.495,                 1.9956,                 1.8971,                0.73614,                0.62025,                0.68985,                0.32601,                 3.7327,                 2.0314,                 1.8714,               0.001882,               0.001882,               0.001882
                     84,                 3.4999,                 2.0037,                 1.9002,                0.73737,                0.61804,                0.69091,                0.32622,                  3.727,                 2.0246,                 1.8694,               0.001783,               0.001783,               0.001783
                     85,                 3.4727,                 1.9935,                 1.8959,                0.74125,                0.61734,                0.69079,                0.32693,                 3.7125,                 2.0312,                 1.8667,               0.001684,               0.001684,               0.001684
                     86,                 3.4617,                 1.9686,                 1.8934,                0.74364,                0.61796,                0.69109,                0.32713,                 3.7071,                 2.0298,                 1.8645,               0.001585,               0.001585,               0.001585
                     87,                  3.443,                  1.974,                 1.8968,                0.74327,                0.62025,                0.69218,                0.32849,                 3.7003,                 2.0221,                 1.8633,               0.001486,               0.001486,               0.001486
                     88,                 3.4306,                 1.9336,                 1.8925,                0.74206,                0.62174,                0.69173,                0.32883,                 3.6942,                 2.0209,                 1.8629,               0.001387,               0.001387,               0.001387
                     89,                 3.4351,                  1.931,                 1.8878,                0.74409,                0.62519,                0.69499,                0.33039,                  3.691,                 2.0204,                 1.8627,               0.001288,               0.001288,               0.001288
                     90,                   3.41,                 1.9183,                  1.884,                0.74459,                0.62334,                 0.6949,                0.33146,                 3.6902,                 2.0214,                 1.8636,               0.001189,               0.001189,               0.001189
                     91,                 3.3312,                 1.8471,                 1.9005,                0.74808,                0.62334,                0.69643,                0.33127,                  3.688,                 2.0231,                 1.8649,                0.00109,                0.00109,                0.00109
                     92,                  3.303,                 1.8171,                 1.8889,                0.75236,                0.62334,                0.69697,                0.33151,                 3.6925,                 2.0152,                 1.8649,               0.000991,               0.000991,               0.000991
                     93,                 3.2866,                 1.7828,                 1.8908,                0.74502,                0.62696,                0.69606,                0.33211,                  3.689,                 2.0066,                 1.8652,               0.000892,               0.000892,               0.000892
                     94,                 3.2623,                   1.78,                 1.8876,                0.75058,                0.62712,                0.69735,                0.33285,                 3.6895,                 1.9987,                 1.8667,               0.000793,               0.000793,               0.000793
                     95,                 3.2444,                  1.756,                 1.8703,                0.75545,                0.62272,                0.69912,                0.33238,                 3.6944,                 1.9952,                 1.8676,               0.000694,               0.000694,               0.000694
                     96,                 3.2545,                 1.7267,                 1.8764,                0.75441,                0.62396,                0.69865,                0.33353,                 3.6931,                  1.992,                  1.868,               0.000595,               0.000595,               0.000595
                     97,                  3.219,                 1.7035,                 1.8735,                0.75414,                0.62735,                0.70047,                0.33488,                 3.6842,                 1.9974,                 1.8666,               0.000496,               0.000496,               0.000496
                     98,                 3.2011,                  1.716,                 1.8645,                0.74957,                 0.6326,                0.70101,                0.33489,                 3.6913,                 1.9885,                 1.8675,               0.000397,               0.000397,               0.000397
                     99,                 3.1935,                 1.6948,                  1.869,                0.74518,                 0.6347,                0.70038,                0.33448,                 3.6951,                 1.9875,                 1.8677,               0.000298,               0.000298,               0.000298
                    100,                 3.1923,                 1.7132,                 1.8634,                0.74548,                  0.636,                0.70111,                0.33467,                    3.7,                 1.9815,                  1.869,               0.000199,               0.000199,               0.000199
